timestamp;router_ping;reference_ping
1657208261,319457;2,69;36,005
1657208261,373761;3,589;36,49
1657208261,4226182;2,964;35,043
1657208261,4663281;2,843;35,045
1657208261,509791;3,151;33,927
1657208261,553376;3,082;37,039
1657208261,601886;3,206;34,779
1657208261,652853;2,87;35,0
1657208261,707253;3,341;35,292
1657208261,763602;3,596;34,622
1657208261,820126;3,448;33,643
1657208261,873971;2,518;35,234
1657208261,92573;3,131;34,724
1657208261,980095;3,358;35,306
1657208262,026722;3,038;34,356
1657208262,0709162;2,017;34,287
1657208262,112491;3,145;34,876
1657208262,1571012;3,213;33,792
1657208262,2024078;2,637;34,912
1657208262,250448;3,514;34,316
1657208262,302432;3,383;35,084
1657208262,358573;3,682;34,603
1657208262,414249;3,715;36,122
1657208262,475928;3,646;36,623
1657208262,5320551;3,807;34,736
1657208262,587075;3,359;35,9
1657208262,6342049;2,87;34,36
1657208262,677609;3,158;34,816
1657208262,721811;3,159;35,078
1657208262,766603;2,65;34,804
1657208262,812953;3,199;35,814
1657208262,862911;2,11;35,154
1657208262,9181771;3,378;35,334
